[000.017350699999951757] [   find_directory@utils.helpers    ] debug     Searching for directory 'locale'
[000000.017461599998569] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu\utils\helpers.py
[0000.01784389999920677] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu\utils
[000.018015099998592632] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502\emu
[000.018142799999623094] [   find_directory@utils.helpers    ] debug       Searching directory C:\Users\Colton Wollinger\poc\PixelPulse-6502
[000.018266399998537963] [        Undefined@Undefined        ] debug       Found directory C:\Users\Colton Wollinger\poc\PixelPulse-6502
[000.018456300000252668] [           (init)@__main__         ] debug     Set locale to en-CA
[000.019463299999188166] [       config_cpu@cpu.cpuhelpers   ] debug     Cart is 0x10000 bytes.
[0000.02018320000024687] [       config_cpu@cpu.cpuhelpers   ] debug     Loaded to 32844
[0000.09944919999907142] [       (MainLoop)@__main__         ] debug     PC: 32846 | A: 0x10  | X: 0x0   | Y: 0x0   | P: 0b110000   | SP: 255 | P1: 0        | P2: 0        | I: RTI         | C: 2     | PS: 0b0   | PIC: None 
[00000.6172424999986106] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 355   | PS: 0b1   | PIC: None 
[00000.6266343999996025] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 358   | PS: 0b1   | PIC: None 
[00000.6333300999995117] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 360   | PS: 0b1   | PIC: None 
[000000.639915399999154] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 364   | PS: 0b1   | PIC: None 
[00000.6468281999987084] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 368   | PS: 0b1   | PIC: None 
[00000.6538411999990785] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 374   | PS: 0b1   | PIC: None 
[00000.6611068000001978] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 380   | PS: 0b1   | PIC: None 
[00000.6689596999985952] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 383   | PS: 0b1   | PIC: None 
[00000.6758443999988231] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 389   | PS: 0b1   | PIC: None 
[00000.6835073999991437] [       (MainLoop)@__main__         ] debug     PC: 32814 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: STA $3000   | C: 391   | PS: 0b1   | PIC: None 
[00000.6908450999999332] [       (MainLoop)@__main__         ] debug     PC: 32817 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: JSR $8000   | C: 395   | PS: 0b1   | PIC: None 
[00000.6987171999990096] [       (MainLoop)@__main__         ] debug     PC: 32768 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: PHA         | C: 401   | PS: 0b1   | PIC: None 
[00000.7056536999989476] [       (MainLoop)@__main__         ] debug     PC: 32769 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: LDA #$01    | C: 404   | PS: 0b1   | PIC: None 
[00000.7124773999985337] [       (MainLoop)@__main__         ] debug     PC: 32771 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: STA $3024   | C: 406   | PS: 0b1   | PIC: None 
[00000.7187087000002066] [       (MainLoop)@__main__         ] debug     PC: 32774 | A: 0x1   | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 250 | P1: 0        | P2: 0        | I: PLA         | C: 410   | PS: 0b1   | PIC: None 
[00000.7257395999986329] [       (MainLoop)@__main__         ] debug     PC: 32775 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 251 | P1: 0        | P2: 0        | I: RTS         | C: 414   | PS: 0b1   | PIC: None 
[000000.732227899999998] [       (MainLoop)@__main__         ] debug     PC: 32820 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: RTS         | C: 420   | PS: 0b1   | PIC: None 
[00000.7391578999995545] [       (MainLoop)@__main__         ] debug     PC: 32779 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JMP $8008   | C: 426   | PS: 0b1   | PIC: None 
[00000.7470734999988053] [       (MainLoop)@__main__         ] debug     PC: 32776 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 255 | P1: 0        | P2: 0        | I: JSR $802c   | C: 429   | PS: 0b1   | PIC: None 
[00000.7542488999988564] [       (MainLoop)@__main__         ] debug     PC: 32812 | A: 0x11  | X: 0x0   | Y: 0x0   | P: 0b110100   | SP: 253 | P1: 0        | P2: 0        | I: LDA #$11    | C: 435   | PS: 0b1   | PIC: None 
